policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
ID23479,0.53730518,0.07,0.355769231,C3,4076
ID23480,1.1522305,0.11,0.394230769,C12,34791
ID23481,0.885040683,0.03,0.682692308,C5,34738
ID23482,0.049219299,0,0.451923077,C2,27003
ID23483,0.84396478,0.1,0.451923077,C8,8794
ID23484,0.913630705,0.02,0.403846154,C3,4076
ID23485,0.072533328,0.22,0.586538462,C3,4076
ID23486,1.095501224,0.06,0.730769231,C9,17804
ID23487,0.002982581,0.13,0.346153846,C10,73430
ID23488,1.199761847,0.08,0.615384615,C8,8794
ID23489,0.852349423,0.08,0.548076923,C2,27003
ID23490,1.135157802,0.01,0.355769231,C22,16733
ID23491,0.050446675,0,0.451923077,C2,27003
ID23492,1.248331456,0.02,0.653846154,C8,8794
ID23493,1.007772147,0.15,0.442307692,C8,8794
ID23494,1.068609117,0.04,0.442307692,C8,8794
ID23495,1.01629735,0.01,0.682692308,C8,8794
ID23496,1.016651918,0.13,0.509615385,C5,34738
ID23497,1.206778965,0.03,0.326923077,C3,4076
ID23498,0.341474406,0.03,0.355769231,C5,34738
ID23499,0.085941711,0.02,0.384615385,C5,34738
ID23500,0.037277212,0.07,0.480769231,C8,8794
ID23501,0.887987977,0.01,0.288461538,C10,73430
ID23502,0.006430175,0.02,0.567307692,C7,6112
ID23503,0.098623533,0,0.740384615,C5,34738
ID23504,0.88662053,0,0.355769231,C8,8794
ID23505,1.063322433,0.05,0.490384615,C14,7788
ID23506,1.181928994,0.09,0.451923077,C8,8794
ID23507,1.050541489,0.07,0.365384615,C19,27742
ID23508,0.845127585,0.01,0.432692308,C8,8794
ID23509,1.195397293,0.14,0.432692308,C8,8794
ID23510,0.771682279,0.03,0.355769231,C5,34738
ID23511,0.738613413,0,0.538461538,C14,7788
ID23512,0.090840312,0.08,0.605769231,C1,4990
ID23513,0.139972024,0.06,0.423076923,C3,4076
ID23514,0.544359083,0.02,0.509615385,C5,34738
ID23515,0.72897499,0.12,0.5,C8,8794
ID23516,0.064378751,0,0.721153846,C10,73430
ID23517,1.207451448,0.21,0.692307692,C8,8794
ID23518,1.103794847,0.05,0.5,C14,7788
ID23519,0.493460352,0.13,0.548076923,C5,34738
ID23520,0.941704186,0.09,0.586538462,C8,8794
ID23521,0.765229389,0.07,0.365384615,C11,6108
ID23522,1.048068946,0.12,0.519230769,C8,8794
ID23523,0.610338379,0,0.615384615,C10,73430
ID23524,0.146827033,0.01,0.413461538,C2,27003
ID23525,1.019325698,0.13,0.548076923,C8,8794
ID23526,1.010972811,0.13,0.682692308,C10,73430
ID23527,0.271735227,0.04,0.576923077,C8,8794
ID23528,0.072918429,0.07,0.384615385,C8,8794
ID23529,0.335214435,0,0.567307692,C3,4076
ID23530,0.096841549,0.12,0.375,C3,4076
ID23531,0.656313089,0.06,0.519230769,C8,8794
ID23532,0.092058386,0.08,0.432692308,C2,27003
ID23533,0.089045982,0.16,0.5,C5,34738
ID23534,0.967174697,0.08,0.461538462,C5,34738
ID23535,1.061452501,0.08,0.432692308,C19,27742
ID23536,0.50341064,0.03,0.442307692,C8,8794
ID23537,0.330201935,0,0.480769231,C10,73430
ID23538,1.082953855,0.12,0.596153846,C12,34791
ID23539,0.873888542,0.02,0.615384615,C1,4990
ID23540,0.254294571,0.07,0.519230769,C2,27003
ID23541,0.120855069,0.01,0.730769231,C9,17804
ID23542,1.1067615,0.11,0.471153846,C8,8794
ID23543,1.193642117,0.03,0.471153846,C11,6108
ID23544,1.348168853,0.09,0.461538462,C8,8794
ID23545,1.032581921,0.1,0.461538462,C8,8794
ID23546,0.195066312,0.06,0.298076923,C12,34791
ID23547,0.397820114,0.17,0.394230769,C2,27003
ID23548,0.308403577,0.02,0.567307692,C10,73430
ID23549,0.204101703,0.09,0.509615385,C7,6112
ID23550,0.068141435,0.01,0.711538462,C5,34738
ID23551,1.018714749,0.07,0.394230769,C14,7788
ID23552,0.110063674,0.03,0.596153846,C15,290
ID23553,0.083536532,0.01,0.375,C7,6112
ID23554,0.010726258,0.02,0.288461538,C5,34738
ID23555,1.024941718,0.08,0.394230769,C12,34791
ID23556,1.011509791,0,0.557692308,C9,17804
ID23557,0.157095703,0.08,0.432692308,C7,6112
ID23558,1.083376814,0.02,0.615384615,C19,27742
ID23559,1.243268585,0.03,0.769230769,C8,8794
ID23560,1.191663426,0.09,0.528846154,C14,7788
ID23561,0.318082666,0.02,0.423076923,C2,27003
ID23562,1.077257053,0.03,0.394230769,C8,8794
ID23563,0.097023843,0.13,0.451923077,C3,4076
ID23564,1.141439666,0.11,0.625,C14,7788
ID23565,0.16985098,0.07,0.288461538,C10,73430
ID23566,1.13926535,0.12,0.471153846,C8,8794
ID23567,0.086314778,0.18,0.413461538,C15,290
ID23568,0.415630745,0.09,0.548076923,C2,27003
ID23569,0.201997884,0.03,0.317307692,C3,4076
ID23570,1.165871373,0.05,0.701923077,C14,7788
ID23571,1.145813192,0.08,0.336538462,C8,8794
ID23572,0.10043187,0,0.509615385,C5,34738
ID23573,1.12141157,0.11,0.5,C7,6112
ID23574,1.18143096,0.11,0.538461538,C2,27003
ID23575,1.011060604,0.01,0.326923077,C8,8794
ID23576,0.099256008,0.05,0.625,C8,8794
ID23577,0.261572258,0.01,0.461538462,C11,6108
ID23578,0.135455632,0.16,0.721153846,C9,17804
ID23579,0.824106004,0.04,0.451923077,C10,73430
ID23580,0.722930419,0.01,0.346153846,C3,4076
ID23581,0.892825073,0.01,0.634615385,C9,17804
ID23582,0.095904456,0.15,0.326923077,C15,290
ID23583,1.175463705,0.15,0.375,C3,4076
ID23584,1.058059476,0.15,0.423076923,C5,34738
ID23585,1.072003604,0.02,0.403846154,C13,5410
ID23586,0.454355728,0.03,0.307692308,C5,34738
ID23587,0.87878631,0.01,0.413461538,C7,6112
ID23588,0.548924164,0.01,0.557692308,C5,34738
ID23589,0.645039098,0.1,0.346153846,C12,34791
ID23590,0.162491889,0.07,0.557692308,C5,34738
ID23591,0.093323348,0.07,0.586538462,C5,34738
ID23592,1.180261069,0.03,0.519230769,C3,4076
ID23593,1.15891647,0.03,0.711538462,C4,21622
ID23594,1.005572761,0.12,0.384615385,C8,8794
ID23595,0.003379731,0.04,0.413461538,C15,290
ID23596,0.431038135,0,0.528846154,C4,21622
ID23597,0.076528813,0,0.596153846,C3,4076
ID23598,0.24057364,0,0.567307692,C14,7788
ID23599,0.524273032,0.03,0.711538462,C3,4076
ID23600,1.011334788,0.01,0.307692308,C7,6112
ID23601,1.199308026,0.09,0.403846154,C13,5410
ID23602,0.996976216,0.01,0.653846154,C11,6108
ID23603,0.275857397,0.13,0.413461538,C2,27003
ID23604,0.255466425,0.03,0.509615385,C6,13051
ID23605,0.569617453,0.13,0.355769231,C5,34738
ID23606,0.413676798,0.01,0.5,C6,13051
ID23607,0.863292392,0.16,0.394230769,C7,6112
ID23608,0.086656852,0.03,0.365384615,C5,34738
ID23609,0.358487475,0.11,0.288461538,C5,34738
ID23610,0.806326226,0.02,0.5,C8,8794
ID23611,0.510041496,0.01,0.384615385,C5,34738
ID23612,0.305749722,0.08,0.403846154,C2,27003
ID23613,0.781580182,0.01,0.403846154,C3,4076
ID23614,0.097421036,0.04,0.5,C5,34738
ID23615,0.07892343,0.12,0.567307692,C10,73430
ID23616,0.793614273,0.1,0.490384615,C13,5410
ID23617,0.670555312,0.07,0.423076923,C2,27003
ID23618,0.311922915,0.04,0.413461538,C5,34738
ID23619,1.002780703,0.15,0.394230769,C8,8794
ID23620,0.094846702,0.04,0.538461538,C13,5410
ID23621,0.083784246,0,0.711538462,C13,5410
ID23622,1.079491804,0.09,0.375,C2,27003
ID23623,0.778559696,0.04,0.298076923,C8,8794
ID23624,1.009823469,0.09,0.375,C5,34738
ID23625,1.154011071,0.12,0.384615385,C21,3264
ID23626,0.499681891,0.09,0.538461538,C5,34738
ID23627,1.096701153,0.04,0.528846154,C8,8794
ID23628,0.499522359,0.08,0.5,C2,27003
ID23629,1.000666902,0.09,0.298076923,C8,8794
ID23630,0.098020446,0.14,0.346153846,C2,27003
ID23631,0.084630236,0.15,0.375,C8,8794
ID23632,1.003817208,0.15,0.423076923,C5,34738
ID23633,0.602746445,0.13,0.509615385,C14,7788
ID23634,0.090654805,0.07,0.471153846,C12,34791
ID23635,0.603310862,0.01,0.375,C2,27003
ID23636,0.223474768,0.08,0.423076923,C5,34738
ID23637,0.985128656,0.06,0.442307692,C6,13051
ID23638,0.702260189,0.1,0.326923077,C12,34791
ID23639,1.116221005,0.03,0.692307692,C8,8794
ID23640,1.220100569,0.05,0.375,C8,8794
ID23641,1.121994794,0.05,0.509615385,C19,27742
ID23642,1.08937897,0.1,0.480769231,C14,7788
ID23643,0.046905733,0.01,0.451923077,C2,27003
ID23644,1.059030016,0.13,0.413461538,C5,34738
ID23645,1.231568569,0.14,0.375,C8,8794
ID23646,1.111797772,0.09,0.663461538,C13,5410
ID23647,0.308961341,0.08,0.625,C10,73430
ID23648,1.089282615,0.03,0.471153846,C14,7788
ID23649,0.4535627,0.09,0.336538462,C3,4076
ID23650,0.166807618,0.02,0.480769231,C3,4076
ID23651,0.712179637,0.03,0.634615385,C6,13051
ID23652,0.35897023,0.2,0.548076923,C6,13051
ID23653,0.906669042,0,0.528846154,C6,13051
ID23654,0.296157001,0.05,0.615384615,C5,34738
ID23655,0.087090306,0.13,0.375,C13,5410
ID23656,0.518783581,0.14,0.365384615,C2,27003
ID23657,0.415309994,0.05,0.317307692,C8,8794
ID23658,0.56862932,0.13,0.346153846,C5,34738
ID23659,0.344733869,0.05,0.375,C3,4076
ID23660,1.11034557,0.09,0.317307692,C2,27003
ID23661,1.177529756,0.01,0.605769231,C5,34738
ID23662,0.032031354,0.15,0.413461538,C14,7788
ID23663,1.233746007,0.16,0.625,C14,7788
ID23664,0.081352969,0,0.423076923,C11,6108
ID23665,0.219374394,0.02,0.336538462,C2,27003
ID23666,0.717846876,0.03,0.432692308,C2,27003
ID23667,1.16090998,0.04,0.336538462,C3,4076
ID23668,0.011550411,0.01,0.451923077,C2,27003
ID23669,0.511674817,0.02,0.298076923,C18,35036
ID23670,0.786742377,0.04,0.586538462,C13,5410
ID23671,1.244233363,0.17,0.442307692,C8,8794
ID23672,0.252209188,0.09,0.432692308,C5,34738
ID23673,0.080045174,0.01,0.442307692,C8,8794
ID23674,0.632270608,0.05,0.682692308,C1,4990
ID23675,0.660222938,0.01,0.432692308,C16,16206
ID23676,1.23263679,0.04,0.711538462,C9,17804
ID23677,0.54932541,0.03,0.644230769,C9,17804
ID23678,0.988123872,0.01,0.615384615,C5,34738
ID23679,0.630067803,0.11,0.423076923,C2,27003
ID23680,0.66341532,0.08,0.471153846,C3,4076
ID23681,1.019690026,0.17,0.528846154,C8,8794
ID23682,0.778361877,0.13,0.346153846,C8,8794
ID23683,0.090938953,0.01,0.442307692,C20,20905
ID23684,0.961349019,0.11,0.557692308,C3,4076
ID23685,0.537322839,0.16,0.394230769,C8,8794
ID23686,0.089821484,0.06,0.307692308,C14,7788
ID23687,0.040350411,0,0.625,C10,73430
ID23688,0.895176899,0.08,0.365384615,C3,4076
ID23689,0.040851891,0.1,0.326923077,C7,6112
ID23690,0.122112738,0.04,0.509615385,C5,34738
ID23691,0.036112675,0.11,0.317307692,C10,73430
ID23692,1.05393626,0.01,0.528846154,C2,27003
ID23693,0.045233113,0.13,0.538461538,C3,4076
ID23694,0.432619498,0.06,0.326923077,C1,4990
ID23695,0.687941274,0.03,0.538461538,C5,34738
ID23696,1.215265513,0.19,0.663461538,C12,34791
ID23697,0.822914071,0.02,0.288461538,C3,4076
ID23698,0.53336751,0.03,0.423076923,C3,4076
ID23699,0.286708353,0.09,0.528846154,C8,8794
ID23700,1.104840849,0.11,0.365384615,C2,27003
ID23701,0.967192225,0.01,0.701923077,C2,27003
ID23702,1.003199189,0.1,0.5,C8,8794
ID23703,0.010430072,0.05,0.480769231,C8,8794
ID23704,1.204408401,0.06,0.519230769,C14,7788
ID23705,1.100931332,0.01,0.317307692,C9,17804
ID23706,1.106993014,0.2,0.346153846,C14,7788
ID23707,0.587141745,0.01,0.413461538,C1,4990
ID23708,1.209945099,0,0.432692308,C4,21622
ID23709,0.080807541,0.09,0.307692308,C7,6112
ID23710,0.077077354,0.07,0.451923077,C6,13051
ID23711,1.226834499,0.07,0.355769231,C8,8794
ID23712,1.070387878,0.13,0.730769231,C13,5410
ID23713,0.650322382,0.03,0.528846154,C5,34738
ID23714,0.65678133,0.02,0.307692308,C9,17804
ID23715,1.020430474,0.14,0.519230769,C14,7788
ID23716,0.221461016,0.02,0.644230769,C3,4076
ID23717,0.812033209,0.01,0.519230769,C5,34738
ID23718,0.795034741,0.03,0.576923077,C8,8794
ID23719,0.082264131,0.05,0.625,C2,27003
ID23720,0.852978333,0.02,0.471153846,C9,17804
ID23721,0.034946378,0.13,0.403846154,C2,27003
ID23722,0.702018474,0.02,0.596153846,C10,73430
ID23723,0.208841539,0.15,0.375,C3,4076
ID23724,0.973889862,0.07,0.317307692,C3,4076
ID23725,1.039076429,0.16,0.461538462,C14,7788
ID23726,1.081890196,0.03,0.413461538,C5,34738
ID23727,0.095063819,0.17,0.336538462,C2,27003
ID23728,0.242746103,0.06,0.5,C14,7788
ID23729,0.477093652,0.06,0.346153846,C6,13051
ID23730,1.013495192,0.03,0.413461538,C2,27003
ID23731,1.054631607,0.08,0.490384615,C8,8794
ID23732,0.031407997,0.03,0.298076923,C10,73430
ID23733,1.017978339,0.07,0.365384615,C3,4076
ID23734,0.808221948,0.02,0.778846154,C8,8794
ID23735,1.067363683,0.06,0.576923077,C16,16206
ID23736,1.248430124,0.19,0.596153846,C14,7788
ID23737,1.242962792,0.13,0.673076923,C15,290
ID23738,0.175141879,0.14,0.5,C3,4076
ID23739,0.343130779,0.03,0.644230769,C3,4076
ID23740,0.29360954,0.04,0.596153846,C9,17804
ID23741,0.52986585,0.02,0.615384615,C4,21622
ID23742,0.540647657,0.14,0.365384615,C7,6112
ID23743,0.853601085,0.05,0.394230769,C8,8794
ID23744,0.581015139,0.15,0.586538462,C5,34738
ID23745,0.574636692,0.08,0.509615385,C12,34791
ID23746,0.163133719,0,0.365384615,C1,4990
ID23747,0.144580095,0.13,0.692307692,C14,7788
ID23748,0.816607074,0,0.403846154,C8,8794
ID23749,0.006131976,0.06,0.509615385,C8,8794
ID23750,0.53578747,0.02,0.548076923,C10,73430
ID23751,0.622522821,0.07,0.346153846,C9,17804
ID23752,0.772441477,0.11,0.336538462,C2,27003
ID23753,0.262087631,0.15,0.317307692,C8,8794
ID23754,0.597311017,0.07,0.567307692,C5,34738
ID23755,0.502427598,0.21,0.509615385,C10,73430
ID23756,0.09965033,0.07,0.451923077,C2,27003
ID23757,0.14039377,0.01,0.451923077,C16,16206
ID23758,0.806997675,0.04,0.5,C21,3264
ID23759,0.140202995,0.09,0.384615385,C8,8794
ID23760,0.023296153,0,0.557692308,C5,34738
ID23761,0.119856821,0.1,0.480769231,C5,34738
ID23762,0.552093362,0.2,0.432692308,C8,8794
ID23763,0.943874518,0,0.403846154,C2,27003
ID23764,0.087011655,0.07,0.557692308,C9,17804
ID23765,0.439369179,0.01,0.576923077,C10,73430
ID23766,0.091530161,0.12,0.298076923,C15,290
ID23767,0.034971767,0.03,0.625,C3,4076
ID23768,0.087769202,0.15,0.509615385,C14,7788
ID23769,0.430907761,0.15,0.509615385,C2,27003
ID23770,0.091095932,0.02,0.519230769,C9,17804
ID23771,0.459052504,0.1,0.384615385,C5,34738
ID23772,0.4493969,0.09,0.490384615,C10,73430
ID23773,0.281055342,0.02,0.615384615,C5,34738
ID23774,1.098353332,0.01,0.721153846,C2,27003
ID23775,0.383517074,0.04,0.384615385,C2,27003
ID23776,1.032935528,0.06,0.384615385,C2,27003
ID23777,0.538773836,0.01,0.394230769,C1,4990
ID23778,1.099715257,0.03,0.365384615,C8,8794
ID23779,1.164003377,0.13,0.384615385,C5,34738
ID23780,0.554741159,0.03,0.711538462,C14,7788
ID23781,0.091502262,0.19,0.394230769,C8,8794
ID23782,0.781979435,0.1,0.403846154,C5,34738
ID23783,0.789894465,0.02,0.355769231,C10,73430
ID23784,1.214187719,0.17,0.442307692,C5,34738
ID23785,0.399821459,0.01,0.557692308,C13,5410
ID23786,0.023990118,0.13,0.461538462,C13,5410
ID23787,1.056730798,0.02,0.480769231,C13,5410
ID23788,1.218899283,0.01,0.730769231,C10,73430
ID23789,1.11071565,0.17,0.307692308,C12,34791
ID23790,0.280256745,0.08,0.451923077,C2,27003
ID23791,0.091011474,0.15,0.375,C5,34738
ID23792,1.15279292,0.13,0.538461538,C8,8794
ID23793,0.459907092,0.2,0.423076923,C10,73430
ID23794,1.017337347,0.02,0.317307692,C2,27003
ID23795,0.040155929,0,0.375,C2,27003
ID23796,0.804893344,0.02,0.653846154,C5,34738
ID23797,0.547143052,0.11,0.307692308,C8,8794
ID23798,0.51207026,0.03,0.317307692,C1,4990
ID23799,1.028762004,0.16,0.519230769,C8,8794
ID23800,1.094227098,0.2,0.509615385,C8,8794
ID23801,0.134799041,0.03,0.692307692,C7,6112
ID23802,0.087479707,0,0.451923077,C3,4076
ID23803,0.486414055,0.15,0.326923077,C8,8794
ID23804,0.316289295,0.02,0.75,C1,4990
ID23805,1.046993248,0.08,0.461538462,C8,8794
ID23806,0.897069149,0.02,0.480769231,C13,5410
ID23807,0.023943009,0,0.692307692,C3,4076
ID23808,1.145890874,0.16,0.432692308,C8,8794
ID23809,0.219159931,0.02,0.307692308,C13,5410
ID23810,0.723644911,0.12,0.5,C8,8794
ID23811,0.678981919,0.17,0.567307692,C6,13051
ID23812,0.983953786,0,0.548076923,C3,4076
ID23813,0.827795018,0.03,0.730769231,C10,73430
ID23814,0.091798455,0.13,0.298076923,C7,6112
ID23815,0.203817527,0.02,0.5,C3,4076
ID23816,0.478312761,0.04,0.538461538,C2,27003
ID23817,1.157097907,0.06,0.682692308,C8,8794
ID23818,0.042741521,0.05,0.326923077,C1,4990
ID23819,0.595005757,0.02,0.692307692,C5,34738
ID23820,0.205746189,0.12,0.403846154,C8,8794
ID23821,0.583898632,0.11,0.548076923,C8,8794
ID23822,0.24869765,0.02,0.403846154,C19,27742
ID23823,0.105518009,0.08,0.375,C16,16206
ID23824,0.133876699,0,0.615384615,C5,34738
ID23825,0.455449723,0.08,0.721153846,C14,7788
ID23826,0.638362321,0.06,0.346153846,C5,34738
ID23827,0.03185259,0,0.548076923,C2,27003
ID23828,0.075421882,0.02,0.394230769,C14,7788
ID23829,0.068419524,0,0.394230769,C5,34738
ID23830,0.18003639,0.04,0.403846154,C8,8794
ID23831,0.10335743,0,0.653846154,C2,27003
ID23832,0.370298449,0.04,0.490384615,C4,21622
ID23833,0.527180983,0.04,0.480769231,C5,34738
ID23834,0.42289431,0.03,0.413461538,C13,5410
ID23835,0.969577078,0.05,0.663461538,C1,4990
ID23836,0.110488052,0.01,0.576923077,C2,27003
ID23837,0.365527236,0.05,0.394230769,C1,4990
ID23838,0.094828753,0.1,0.5,C5,34738
ID23839,0.831435359,0.02,0.615384615,C17,65567
ID23840,1.124295597,0.03,0.490384615,C21,3264
ID23841,1.218755159,0.03,0.653846154,C8,8794
ID23842,1.173947237,0.13,0.451923077,C3,4076
ID23843,1.215166878,0.1,0.730769231,C2,27003
ID23844,0.555878082,0.02,0.307692308,C8,8794
ID23845,1.010981672,0.14,0.298076923,C8,8794
ID23846,1.157665834,0.04,0.615384615,C2,27003
ID23847,0.302484664,0.01,0.432692308,C8,8794
ID23848,0.890928323,0.08,0.307692308,C8,8794
ID23849,0.524377677,0.15,0.548076923,C5,34738
ID23850,0.030328399,0.01,0.692307692,C11,6108
ID23851,1.183039442,0.11,0.317307692,C8,8794
ID23852,1.038808266,0.07,0.557692308,C12,34791
ID23853,1.062809047,0.06,0.538461538,C3,4076
ID23854,1.12104792,0.06,0.730769231,C2,27003
ID23855,0.951662163,0.11,0.596153846,C8,8794
ID23856,0.817630927,0.02,0.346153846,C3,4076
ID23857,0.663694324,0,0.355769231,C3,4076
ID23858,1.191307542,0.11,0.605769231,C13,5410
ID23859,0.005639348,0.15,0.509615385,C8,8794
ID23860,0.906136481,0.07,0.298076923,C3,4076
ID23861,0.611522827,0.13,0.298076923,C8,8794
ID23862,1.059581559,0.01,0.769230769,C9,17804
ID23863,1.141926982,0.1,0.471153846,C8,8794
ID23864,0.11843266,0.04,0.442307692,C2,27003
ID23865,1.209519911,0.07,0.567307692,C13,5410
ID23866,1.133846277,0.05,0.509615385,C8,8794
ID23867,0.020524828,0,0.384615385,C5,34738
ID23868,0.510059768,0.08,0.384615385,C13,5410
ID23869,1.087135838,0.06,0.432692308,C14,7788
ID23870,1.120412161,0.08,0.519230769,C8,8794
ID23871,0.379604751,0.17,0.471153846,C14,7788
ID23872,0.239985069,0.03,0.451923077,C3,4076
ID23873,0.603813567,0.12,0.365384615,C9,17804
ID23874,0.408745531,0.02,0.346153846,C19,27742
ID23875,0.210334087,0.02,0.423076923,C2,27003
ID23876,0.060931081,0.06,0.394230769,C2,27003
ID23877,0.010295722,0.04,0.384615385,C2,27003
ID23878,0.33737665,0.01,0.644230769,C8,8794
ID23879,0.112808669,0.01,0.298076923,C2,27003
ID23880,0.258638903,0.17,0.673076923,C8,8794
ID23881,0.475827778,0.11,0.480769231,C9,17804
ID23882,1.161285328,0.26,0.644230769,C2,27003
ID23883,1.241957887,0.04,0.298076923,C2,27003
ID23884,0.599613984,0.01,0.326923077,C1,4990
ID23885,0.223846093,0.02,0.759615385,C9,17804
ID23886,1.078784131,0.07,0.365384615,C8,8794
ID23887,0.966624921,0.11,0.480769231,C8,8794
ID23888,0.580679018,0,0.615384615,C2,27003
ID23889,0.506236366,0,0.557692308,C13,5410
ID23890,0.663900312,0,0.442307692,C5,34738
ID23891,0.120006294,0,0.298076923,C10,73430
ID23892,0.099112082,0.12,0.365384615,C8,8794
ID23893,1.212818893,0.15,0.644230769,C9,17804
ID23894,0.777293334,0.07,0.557692308,C11,6108
ID23895,1.101921594,0.15,0.375,C8,8794
ID23896,1.094943352,0.01,0.336538462,C3,4076
ID23897,0.011859386,0.03,0.432692308,C17,65567
ID23898,0.166633601,0.13,0.75,C5,34738
ID23899,0.220755114,0.01,0.326923077,C9,17804
ID23900,1.163045489,0.02,0.403846154,C13,5410
ID23901,1.206665407,0,0.721153846,C5,34738
ID23902,0.15798609,0,0.375,C10,73430
ID23903,1.059724261,0.15,0.471153846,C5,34738
ID23904,0.584099401,0.01,0.394230769,C13,5410
ID23905,0.215368806,0.01,0.586538462,C3,4076
ID23906,1.172320826,0.05,0.403846154,C8,8794
ID23907,0.404427285,0.01,0.692307692,C9,17804
ID23908,0.203293991,0.04,0.480769231,C7,6112
ID23909,0.176081851,0.13,0.778846154,C5,34738
ID23910,1.035264517,0.02,0.644230769,C8,8794
ID23911,0.580608606,0.1,0.644230769,C8,8794
ID23912,1.168444098,0.13,0.394230769,C2,27003
ID23913,1.010420809,0.1,0.711538462,C8,8794
ID23914,0.142166636,0.01,0.528846154,C13,5410
ID23915,1.080981357,0.08,0.5,C8,8794
ID23916,0.050923204,0,0.519230769,C21,3264
ID23917,0.577291831,0.09,0.346153846,C4,21622
ID23918,0.71925652,0.08,0.586538462,C2,27003
ID23919,1.087092073,0.17,0.557692308,C3,4076
ID23920,1.00873983,0.16,0.75,C3,4076
ID23921,1.03583989,0.22,0.375,C2,27003
ID23922,0.385270929,0.1,0.317307692,C7,6112
ID23923,0.743425808,0.06,0.480769231,C5,34738
ID23924,0.08631037,0.13,0.317307692,C8,8794
ID23925,0.928629108,0.12,0.413461538,C8,8794
ID23926,0.167873817,0.19,0.615384615,C8,8794
ID23927,0.092185087,0.14,0.326923077,C9,17804
ID23928,0.833269333,0,0.634615385,C3,4076
ID23929,1.239375214,0.08,0.346153846,C14,7788
ID23930,0.592366971,0.05,0.298076923,C7,6112
ID23931,0.400762434,0.09,0.432692308,C9,17804
ID23932,0.569753683,0.09,0.548076923,C16,16206
ID23933,0.929435682,0.01,0.5,C3,4076
ID23934,0.592480279,0,0.423076923,C3,4076
ID23935,0.465047212,0.15,0.307692308,C8,8794
ID23936,1.161547855,0.12,0.5,C8,8794
ID23937,0.919450473,0.03,0.471153846,C13,5410
ID23938,0.076846046,0,0.625,C14,7788
ID23939,0.075781905,0,0.375,C3,4076
ID23940,0.558841775,0.03,0.509615385,C8,8794
ID23941,1.171991331,0.08,0.375,C7,6112
ID23942,0.061138809,0.04,0.634615385,C2,27003
ID23943,0.060238348,0.14,0.461538462,C10,73430
ID23944,0.086904465,0.15,0.365384615,C7,6112
ID23945,0.202424295,0.14,0.557692308,C3,4076
ID23946,0.295732105,0.03,0.567307692,C3,4076
ID23947,1.029037372,0.05,0.663461538,C8,8794
ID23948,0.087173304,0.13,0.432692308,C8,8794
ID23949,1.00852859,0.06,0.490384615,C13,5410
ID23950,0.034837785,0.04,0.317307692,C5,34738
ID23951,0.044839954,0.03,0.509615385,C6,13051
ID23952,0.519220992,0.09,0.471153846,C5,34738
ID23953,0.127241974,0.01,0.375,C19,27742
ID23954,1.16798983,0.04,0.701923077,C10,73430
ID23955,0.200585978,0.01,0.384615385,C1,4990
ID23956,0.736533323,0.04,0.576923077,C8,8794
ID23957,1.113816513,0.14,0.673076923,C2,27003
ID23958,0.490208903,0.01,0.461538462,C18,35036
ID23959,0.877746017,0.13,0.355769231,C8,8794
ID23960,1.24309419,0.04,0.490384615,C8,8794
ID23961,0.872263824,0.14,0.394230769,C12,34791
ID23962,0.093838946,0.06,0.586538462,C8,8794
ID23963,0.185316469,0.11,0.336538462,C5,34738
ID23964,0.559806685,0.07,0.576923077,C13,5410
ID23965,0.133289402,0.01,0.490384615,C3,4076
ID23966,0.893432947,0.01,0.432692308,C3,4076
ID23967,0.228914455,0.11,0.394230769,C2,27003
ID23968,0.012041861,0,0.634615385,C8,8794
ID23969,0.20841317,0.04,0.442307692,C2,27003
ID23970,0.09484388,0.12,0.663461538,C3,4076
ID23971,1.215820627,0.04,0.519230769,C10,73430
ID23972,0.65312681,0.06,0.519230769,C5,34738
ID23973,0.507337764,0.05,0.317307692,C8,8794
ID23974,1.046787599,0.03,0.326923077,C2,27003
ID23975,0.144353541,0.09,0.326923077,C2,27003
ID23976,0.072489915,0.09,0.298076923,C8,8794
ID23977,0.518249023,0,0.336538462,C9,17804
ID23978,0.98661456,0,0.625,C8,8794
ID23979,0.112030751,0.04,0.538461538,C8,8794
ID23980,0.72461404,0.08,0.605769231,C2,27003
ID23981,1.133265839,0.05,0.490384615,C2,27003
ID23982,0.114387614,0,0.711538462,C10,73430
ID23983,0.510163148,0.05,0.519230769,C13,5410
ID23984,1.191039631,0.01,0.625,C12,34791
ID23985,0.185856444,0.05,0.307692308,C13,5410
ID23986,0.930399139,0.15,0.451923077,C21,3264
ID23987,0.263884683,0.09,0.451923077,C14,7788
ID23988,0.70008755,0.02,0.538461538,C7,6112
ID23989,0.573794927,0.07,0.413461538,C8,8794
ID23990,0.577020179,0.04,0.596153846,C5,34738
ID23991,0.862855591,0.02,0.413461538,C13,5410
ID23992,1.119570265,0.01,0.528846154,C2,27003
ID23993,0.098179458,0,0.509615385,C5,34738
ID23994,0.040963477,0,0.471153846,C10,73430
ID23995,0.458586978,0.14,0.538461538,C5,34738
ID23996,0.448789411,0.05,0.644230769,C4,21622
ID23997,0.397900097,0.08,0.346153846,C8,8794
ID23998,1.071895776,0.13,0.403846154,C8,8794
ID23999,0.634701188,0.12,0.298076923,C19,27742
ID24000,0.373139063,0.02,0.451923077,C14,7788
ID24001,1.083396689,0.03,0.528846154,C2,27003
ID24002,0.124802871,0.14,0.471153846,C13,5410
